Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;Формат;Дата первого прихода;Поставщик;Код цены;Отделка;Наличие текста;Количество в упаковке;Лицензия;Розничная цена;Оптовая цена;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
fe81e3cc-d16f-11e1-959f-e5e8a9903545;50,842,00;Любимой мамочке;Любимой мамочке;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009250842.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009250842.back.jpg;30;средний;17.07.2012;Империя поздравлений ООО;475;;;;;25;11,6;Родным и близким;Адресные;Открытки;;
5d917e42-b9db-11e1-9411-e137db702345;02,305,00;С юбилеем! 50 лет;С юбилеем! 50 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402305.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860021402305.back.jpg;38;плакат А2;08.06.2012;Империя поздравлений ООО;941;;;10;;46;22,5;Плакаты С днем рождения Юбилей;Поздравительные;Открытки;;
aa165738-b949-11e1-9411-e137db702345;П931;Набор свадебный из 3-х плакатов;Набор свадебный из 3-х плакатов;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900941300931.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900941300931.back.jpg;6;Плакат;08.06.2012;Праздник ЗАО;941;;;3;;46;22,5;Плакаты свадебные;Свадьба;;;
aa165734-b949-11e1-9411-e137db702345;Н-357;Набор 'Свадебный';Набор 'Свадебный';шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900982600357.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900982600357.back.jpg;8;Набор;08.06.2012;Праздник ЗАО;982;;;1;;223;108,9;Наклейки свадебные;Свадьба;;;
aa165730-b949-11e1-9411-e137db702345;Н-353;Юбилейный напиток;Юбилейный напиток;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900903100353.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900903100353.back.jpg;40;Средний, оди;08.06.2012;Праздник ЗАО;903;;;20;;7;3,3;Наклейки на бутылки банки;Наклейки;;;
aa165732-b949-11e1-9411-e137db702345;Н-354;Коньяк юбилейный;Коньяк юбилейный;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460228900903100354.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460228900903100354.back.jpg;39;Средний, оди;08.06.2012;Праздник ЗАО;903;;;20;;7;3,3;Наклейки на бутылки банки;Наклейки;;;
5d917e5e-b9db-11e1-9411-e137db702345;08,400,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508400.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508400.back.jpg;53;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
5d917e4e-b9db-11e1-9411-e137db702345;08,274,00;На самые яркие впечатления;На самые яркие впечатления;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508274.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508274.back.jpg;36;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
5d917e5c-b9db-11e1-9411-e137db702345;08,359,00;Не гонись за мечтой!;Не гонись за мечтой!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808359.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808359.back.jpg;95;конверт для денег;08.06.2012;Империя поздравлений ООО;410;;;;;13;6,5;Конверты юмор;Конверты для денег;Открытки;;
5d917e54-b9db-11e1-9411-e137db702345;08,294,00;Не кисни!;Не кисни!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508294.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508294.back.jpg;46;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
5d917e50-b9db-11e1-9411-e137db702345;08,292,00;Тебя ждут спортивные достижения!;Тебя ждут спортивные достижения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508292.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508292.back.jpg;48;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
5d917e5a-b9db-11e1-9411-e137db702345;08,321,00;Хорошо быть блондинкой...;Хорошо быть блондинкой...;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808321.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808321.back.jpg;29;конверт для денег;08.06.2012;Империя поздравлений ООО;410;;;;;13;6,5;Конверты юмор;Конверты для денег;Открытки;;
5d917e52-b9db-11e1-9411-e137db702345;08,293,00;Что излучаешь...;Что излучаешь...;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508293.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508293.back.jpg;46;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
5d917e56-b9db-11e1-9411-e137db702345;08,319,00;Известно всем....;Известно всем....;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808319.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808319.back.jpg;96;конверт для денег;08.06.2012;Империя поздравлений ООО;410;;;;;13;6,5;Конверты юмор;Конверты для денег;Открытки;;
5d917e58-b9db-11e1-9411-e137db702345;08,320,00;Когда много денег...;Когда много денег...;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808320.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808320.back.jpg;88;конверт для денег;08.06.2012;Империя поздравлений ООО;410;;;;;13;6,5;Конверты юмор;Конверты для денег;Открытки;;
5d917e6e-b9db-11e1-9411-e137db702345;08,424,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508424.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508424.back.jpg;10;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
5d917e70-b9db-11e1-9411-e137db702345;08,425,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508425.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508425.back.jpg;14;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
5d917e64-b9db-11e1-9411-e137db702345;08,413,00;На классный Shopping!;На классный Shopping!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508413.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508413.back.jpg;27;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
5d917e66-b9db-11e1-9411-e137db702345;08,414,00;Позволь себе все!;Позволь себе все!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508414.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508414.back.jpg;10;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
5d917e62-b9db-11e1-9411-e137db702345;08,412,00;Позволь себе лучшее!;Позволь себе лучшее!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508412.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508412.back.jpg;34;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
5d917e68-b9db-11e1-9411-e137db702345;08,415,00;Стильной красотке!;Стильной красотке!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508415.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508415.back.jpg;21;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты юмор;Конверты для денег;Открытки;;
5d917e6c-b9db-11e1-9411-e137db702345;08,422,00;Исполнения желаний!;Исполнения желаний!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508422.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508422.back.jpg;31;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты поздравления;Конверты для денег;Открытки;;
5d917e72-b9db-11e1-9411-e137db702345;08,427,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508427.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508427.back.jpg;24;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
5d917e76-b9db-11e1-9411-e137db702345;08,439,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508439.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508439.back.jpg;39;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
5d917e78-b9db-11e1-9411-e137db702345;08,442,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508442.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508442.back.jpg;8;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
5d917e7c-b9db-11e1-9411-e137db702345;08,467,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508467.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508467.back.jpg;18;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
5d917e7e-b9db-11e1-9411-e137db702345;08,481,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508481.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508481.back.jpg;50;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d104f1-b9db-11e1-9411-e137db702345;08,556,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508556.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508556.back.jpg;35;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
5d917e7a-b9db-11e1-9411-e137db702345;08,459,00;На дамские забавы;На дамские забавы;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808459.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808459.back.jpg;4;конверт для денег;08.06.2012;Империя поздравлений ООО;410;;;;;13;6,5;Конверты юмор;Конверты для денег;Открытки;;
f6d104ef-b9db-11e1-9411-e137db702345;08,501,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508501.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508501.back.jpg;26;конверт для денег;08.06.2012;Империя поздравлений ООО;410;;;;;13;6,5;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d104ef-b9db-11e1-9411-e137db702345;08,501,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808501.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808501.back.jpg;26;конверт для денег;08.06.2012;Империя поздравлений ООО;410;;;;;13;6,5;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d104f3-b9db-11e1-9411-e137db702345;08,560,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508560.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508560.back.jpg;27;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d104f7-b9db-11e1-9411-e137db702345;08,593,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508593.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508593.back.jpg;49;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d104f9-b9db-11e1-9411-e137db702345;08,594,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508594.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508594.back.jpg;20;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d104fd-b9db-11e1-9411-e137db702345;08,599,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508599.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860008508599.back.jpg;5;конверт для денег;08.06.2012;Империя поздравлений ООО;445;;;;;18;8,8;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d104f5-b9db-11e1-9411-e137db702345;08,562,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011508562.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011508562.back.jpg;50;гигант-конверт для денег;08.06.2012;Империя поздравлений ООО;770;;;;;48;23,6;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d104ff-b9db-11e1-9411-e137db702345;08,607,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808607.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860007808607.back.jpg;13;конверт для денег;08.06.2012;Империя поздравлений ООО;410;;;;;13;6,5;Конверты с днем рождения;Конверты для денег;Открытки;;
f6d10501-b9db-11e1-9411-e137db702345;10,924,06;Я - именинник;Я - именинник;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860003010924.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860003010924.back.jpg;80;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;065;;;;;5;2,3;С днем рождения;Детские и молодежные;Открытки;;
f6d10503-b9db-11e1-9411-e137db702345;10,925,06;Я - именинник;Я - именинник;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860003010925.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860003010925.back.jpg;60;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;065;;;;;5;2,3;С днем рождения;Детские и молодежные;Открытки;;
f6d10511-b9db-11e1-9411-e137db702345;12,081,00;С Днем рождения! 10 лет;С Днем рождения! 10 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212081.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212081.back.jpg;20;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10513-b9db-11e1-9411-e137db702345;12,082,00;С Днем рождения! 11 лет;С Днем рождения! 11 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212082.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212082.back.jpg;4;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10515-b9db-11e1-9411-e137db702345;12,083,00;С Днем рождения! 12 лет;С Днем рождения! 12 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212083.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212083.back.jpg;19;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10509-b9db-11e1-9411-e137db702345;12,006,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212006.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212006.back.jpg;28;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;С днем рождения;Детские и молодежные;Открытки;;
f6d1050b-b9db-11e1-9411-e137db702345;12,007,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212007.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212007.back.jpg;44;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;С днем рождения;Детские и молодежные;Открытки;;
f6d1050d-b9db-11e1-9411-e137db702345;12,058,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212058.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212058.back.jpg;36;евро;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;С днем рождения;Поздравительные;Открытки;;
f6d1050f-b9db-11e1-9411-e137db702345;12,060,00;С Днем рождения!;С Днем рождения!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212060.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212060.back.jpg;40;евро;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;С днем рождения;Поздравительные;Открытки;;
f6d10505-b9db-11e1-9411-e137db702345;10,926,06;Я - именинник;Я - именинник;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860003010926.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860003010926.back.jpg;80;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;065;;;;;5;2,3;С днем рождения;Детские и молодежные;Открытки;;
f6d10507-b9db-11e1-9411-e137db702345;10,927,06;Я - именинница;Я - именинница;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860003010927.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860003010927.back.jpg;80;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;065;;;;;5;2,3;С днем рождения;Детские и молодежные;Открытки;;
f6d10517-b9db-11e1-9411-e137db702345;12,084,00;С Днем рождения! 13 лет;С Днем рождения! 13 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212084.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212084.back.jpg;24;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10519-b9db-11e1-9411-e137db702345;12,085,00;С Днем рождения! 14 лет;С Днем рождения! 14 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212085.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212085.back.jpg;33;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d1051b-b9db-11e1-9411-e137db702345;12,086,00;С Днем рождения! 15 лет;С Днем рождения! 15 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212086.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212086.back.jpg;21;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d1051d-b9db-11e1-9411-e137db702345;12,089,00;С Днем рождения! 7 лет;С Днем рождения! 7 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212089.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212089.back.jpg;34;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d1051f-b9db-11e1-9411-e137db702345;12,090,00;С Днем рождения! 8 лет;С Днем рождения! 8 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212090.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212090.back.jpg;9;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10521-b9db-11e1-9411-e137db702345;12,091,00;С Днем рождения! 9 лет;С Днем рождения! 9 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212091.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212091.back.jpg;18;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10523-b9db-11e1-9411-e137db702345;12,092,00;С Днем рождения! 10 лет;С Днем рождения! 10 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212092.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212092.back.jpg;18;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10525-b9db-11e1-9411-e137db702345;12,098,00;С Днем рождения! 5 лет;С Днем рождения! 5 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212098.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212098.back.jpg;36;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10527-b9db-11e1-9411-e137db702345;12,115,00;10 лет;10 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212115.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212115.back.jpg;33;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d10529-b9db-11e1-9411-e137db702345;12,116,00;11 лет;11 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212116.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212116.back.jpg;20;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d1052b-b9db-11e1-9411-e137db702345;12,117,00;12 лет;12 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212117.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212117.back.jpg;27;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
f6d1052d-b9db-11e1-9411-e137db702345;12,118,00;13 лет;13 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212118.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212118.back.jpg;23;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc64a-b9db-11e1-9411-e137db702345;12,119,00;14 лет;14 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212119.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212119.back.jpg;32;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc64c-b9db-11e1-9411-e137db702345;12,120,00;15 лет;15 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212120.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212120.back.jpg;21;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc64e-b9db-11e1-9411-e137db702345;12,134,00;Медаль '1 годик';Медаль '1 годик';шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612134.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612134.back.jpg;20;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;015;;;;;2;0,9;С днем рождения;Детские и молодежные;Открытки;;
fd8cc650-b9db-11e1-9411-e137db702345;12,135,00;Медаль '2 годика';Медаль '2 годика';шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612135.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612135.back.jpg;60;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;015;;;;;2;0,9;С днем рождения;Детские и молодежные;Открытки;;
fd8cc652-b9db-11e1-9411-e137db702345;12,136,00;Медаль '3 годика';Медаль '3 годика';шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612136.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612136.back.jpg;60;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;015;;;;;2;0,9;С днем рождения;Детские и молодежные;Открытки;;
fd8cc654-b9db-11e1-9411-e137db702345;12,137,00;Медаль '4 годика';Медаль '4 годика';шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612137.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612137.back.jpg;49;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;015;;;;;2;0,9;С днем рождения;Детские и молодежные;Открытки;;
fd8cc658-b9db-11e1-9411-e137db702345;12,171,00;С прибавлением!;С прибавлением!;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512171.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860011512171.back.jpg;6;гигант;08.06.2012;Империя поздравлений ООО;770;;;;;48;23,6;Открытки с новорожденным;С новорожденным;Поздравительные;Открытки;
fd8cc666-b9db-11e1-9411-e137db702345;31,115,00;С юбилеем! 55;С юбилеем! 55;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231115.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231115.back.jpg;40;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
